alignment,dist,ecfp4,daylight,maj,min,hyb,sub
COc1cc(c(cc1Cl)NC(=O)Nc2cc(on2)C)OC 1753799,0,1.0,1.0,0,0,0,0
COc1cc(c(cc1NC(=O)Nc2cc(on2)C)Cl)Cl 191313693,2,0.895833333333333,0.875816993464052,1,0,0,0
COc1cc(c(cc1NC(=O)Nc2cc(on2)C)C)Cl 41462290,3,0.792452830188679,0.795031055900621,2,0,0,0
COc1cc(c(cc1Br)NC(=O)Nc2cc(on2)C)OC 122392376,1,0.735849056603773,0.8375,0,1,0,0
COc1cc(c(cc1F)NC(=O)Nc2cc(on2)C)OC 38923186,1,0.735849056603773,0.846153846153846,0,1,0,0
COc1cc(c(cc1NC(=O)Nc2cc(on2)C)C)C 664316572,2,0.73076923076923,0.742331288343558,1,0,0,0
CCc1cc(no1)NC(=O)Nc2cc(c(cc2OC)OC)Cl 135970190,1,0.727272727272727,0.906832298136646,0,0,0,1
COc1cc(c(cc1Cl)NCC(=O)Nc2cc(on2)C)OC 52891529,1,0.696428571428571,0.586021505376344,0,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cc(on2)C)OC 67558916,1,0.696428571428571,0.564766839378238,0,0,0,0
COc1ccc(c(c1)OC)NC(=O)Nc2cc(on2)C 17007705,1,0.685185185185185,0.897260273972602,0,0,0,1
COc1cc(c(cc1NC(=O)Nc2cc(on2)C)Br)C 185208392,2,0.666666666666666,0.729411764705882,0,1,0,0
COc1cc(c(cc1Cl)NC(=O)c2cc(on2)C)OC 1052198,1,0.666666666666666,0.47783251231527,0,0,0,0
COc1cc(c(cc1NC(=O)Nc2cc(on2)C)Br)F 1214140344,3,0.655172413793103,0.735294117647058,1,1,0,0
COc1cc(ccc1NC(=O)Nc2cc(on2)C)SC 194061366,2,0.637931034482758,0.72189349112426,0,1,0,1
COc1cc(c(cc1Cl)NC(=O)Nc2cc(n(n2)C)C)OC 342077561,2,0.637931034482758,0.577319587628865,1,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2cc[nH]n2)OC 175818406,2,0.636363636363636,0.621301775147929,1,0,0,1
COc1cc(c(cc1Cl)NC(=O)Cc2cc(on2)C)OC 172011451,1,0.631578947368421,0.444976076555023,1,0,0,0
COc1cc(c(cc1Cl)NC(=O)CCc2cc(on2)C)OC 929275552,2,0.620689655172413,0.450236966824644,1,0,0,0
COc1cc(c(cc1Cl)NC(=O)COc2cc(on2)C)OC 14066839,2,0.620689655172413,0.473170731707317,1,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2cc(n[nH]2)C)OC 192202208,2,0.614035087719298,0.636363636363636,1,0,1,0
COc1cc(c(cc1F)NC(=O)Nc2cc(on2)C)C 185546531,2,0.610169491525423,0.676470588235294,0,1,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2ccn(n2)C)OC 158722022,4,0.603448275862069,0.567567567567567,4,0,0,0
COc1cc(c(cc1Cl)CC(=O)Nc2cc(on2)C)Cl 74963848,3,0.603448275862069,0.425120772946859,2,0,0,0
COc1cc(c(cc1NC(=S)Nc2cc(on2)C)C)Cl 242760392,4,0.583333333333333,0.649717514124293,2,1,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cc(no2)C)OC 61746770,3,0.583333333333333,0.578947368421052,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2cn[nH]c2)OC 98024006,4,0.578947368421052,0.576687116564417,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2cnc[nH]2)OC 565444202,4,0.578947368421052,0.558659217877094,2,0,1,0
COc1cc(c(cc1Cl)NC(=O)Nc2ncc(s2)C)OC 20897203,2,0.576271186440678,0.492537313432835,2,0,0,0
COc1cc([nH]n1)NC(=O)Nc2cc(c(cc2OC)OC)Cl 1414386690,3,0.576271186440678,0.549738219895287,1,0,1,0
COc1cc(c(cc1Cl)CC(=O)Nc2cc(on2)C)C 74962174,2,0.573770491803278,0.422330097087378,1,0,0,0
CCn1ccc(n1)NC(=O)Nc2cc(c(cc2OC)OC)Cl 664351254,5,0.573770491803278,0.545918367346938,4,0,0,1
COc1cc(c(cc1NC(=O)Cc2cc(on2)C)Cl)Cl 190754372,3,0.559322033898305,0.378504672897196,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2n[nH]c(c2C)C)OC 552036524,2,0.559322033898305,0.602150537634408,1,0,0,1
COc1cc(c(cc1Cl)NC(=O)Nc2cn(nc2C)C)OC 172630910,4,0.557377049180327,0.518324607329843,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2nn(cc2C)C)OC 664474626,5,0.557377049180327,0.543589743589743,4,0,0,0
CCc1cc([nH]n1)NC(=O)Nc2cc(c(cc2OC)OC)Cl 192202176,3,0.557377049180327,0.589473684210526,1,0,1,1
COc1cc(c(cc1Cl)NC(=O)Nc2cnn(c2C)C)OC 177045647,4,0.557377049180327,0.515625,3,0,0,1
COc1cc(c(cc1Cl)NC(=O)NCc2ncc(o2)C)OC 267899769,3,0.557377049180327,0.497487437185929,2,0,0,0
COc1cc(c(cc1Cl)NC(=S)NCc2cc(on2)C)OC 865228115,2,0.557377049180327,0.497536945812807,0,1,0,0
COc1cc(c(cc1Cl)NC(=O)Nn2cnnc2)OC 821514011,5,0.553571428571428,0.483333333333333,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2ccsc2)OC 179036216,3,0.551724137931034,0.547058823529411,1,1,0,1
COc1cc(c(cc1Cl)NC(=O)c2cc(no2)C)OC 11602062,3,0.551724137931034,0.467980295566502,2,0,0,0
COc1cc(c(cc1Cl)N[C@@H](C)c2cc(on2)C)OC 788688674,3,0.551724137931034,0.429268292682926,1,0,1,0
COc1cc(c(cc1Cl)N[C@H](C)c2cc(on2)C)OC 788688671,3,0.551724137931034,0.429268292682926,1,0,1,0
COc1cc(c(cc1Cl)NC(=O)Nc2cnn(c2)C)OC 48054523,3,0.55,0.522222222222222,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2ccc(o2)C)OC 631508310,4,0.55,0.518518518518518,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2cc(nn2C)Br)OC 821512500,4,0.548387096774193,0.535353535353535,2,0,1,0
COc1cc(c(cc1Cl)NC(=O)NCc2cc(no2)Br)OC 1187417514,4,0.548387096774193,0.578947368421052,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCC=C(C)C)OC 190567725,4,0.543859649122807,0.539877300613496,1,0,1,0
COc1cc(c(cc1Cl)NC(=O)NC(=O)CCCl)OC 36905863,6,0.543859649122807,0.52046783625731,1,0,3,0
COc1cc(c(cc1NC(=O)Nc2cc(n[nH]2)C)Cl)Cl 192384382,4,0.542372881355932,0.546448087431694,2,0,1,0
COc1cc(c(cc1Cl)NC(=O)NCc2nc(no2)C)OC 339854428,4,0.540983606557377,0.490196078431372,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2noc(n2)C)OC 174546907,2,0.540983606557377,0.48019801980198,1,0,0,0
COc1cc(c(cc1Cl)NC(=O)NN=C2C=C(CC2)C)OC 741770135,3,0.540983606557377,0.426470588235294,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)c2coc(c2)C)OC 187130033,2,0.534482758620689,0.388349514563106,1,0,0,0
COc1cc(c(cc1Cl)NC(=O)NN=CC(C)C)OC 755746753,5,0.534482758620689,0.491329479768786,2,0,1,0
COc1cc(c(cc1NC(=O)Nc2ccn(n2)C)Cl)Cl 191259125,6,0.533333333333333,0.484375,5,0,0,0
COc1cc(c(cc1NC(=O)Nc2cc(no2)C)C)Cl 170698822,5,0.532258064516129,0.492307692307692,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cc([nH]n2)C)OC 603560078,2,0.532258064516129,0.510309278350515,1,0,0,0
COc1cc(c(cc1Cl)NC(=O)NNC2=NCC(=C2)O)OC 747632668,3,0.532258064516129,0.385650224215246,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)NC2CC=CC2)OC 162383402,5,0.526315789473684,0.508670520231213,2,0,2,1
COc1cc(c(cc1Cl)NC(=O)NCCNC(=O)C)OC 43413833,5,0.526315789473684,0.526946107784431,3,0,1,0
COc1cc(c(cc1Cl)NC(=O)NCCC=C(C)C)OC 479552775,5,0.525423728813559,0.517647058823529,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)c2cc(no2)Cl)OC 1628361293,4,0.525423728813559,0.467980295566502,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Cc2cc(no2)C)OC 552876039,3,0.524590163934426,0.434579439252336,3,0,0,0
COc1cc(c(cc1CC(=O)Nc2cc(on2)C)Cl)C 74962077,2,0.523809523809523,0.406698564593301,1,0,0,0
CCn1cc(cn1)NC(=O)Nc2cc(c(cc2OC)OC)Cl 79719328,4,0.523809523809523,0.497382198952879,3,0,0,1
COc1cc(c(cc1Cl)NC(=O)c2ccc(o2)C)OC 13326299,4,0.517241379310344,0.409756097560975,3,0,0,0
CCNCCNC(=O)Nc1cc(c(cc1OC)OC)Cl 414720223,6,0.517241379310344,0.533333333333333,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)c2cc(on2)N)OC 312900220,2,0.516666666666666,0.45631067961165,1,0,0,0
CCCC=NNC(=O)Nc1cc(c(cc1OC)OC)Cl 755747698,6,0.516666666666666,0.47486033519553,3,0,1,0
COc1cc(c(cc1Cl)NC(=O)NC2CCCC2)OC 43413890,6,0.508771929824561,0.511764705882352,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)NN2CCCC2)OC 290659541,6,0.508771929824561,0.469273743016759,3,0,2,0
COc1cc(c(cc1Cl)NC(=O)Nc2ccc(cc2)C)OC 18178471,3,0.508771929824561,0.594771241830065,2,0,0,0
CCC(CC)NC(=O)Nc1cc(c(cc1OC)OC)Cl 48302172,6,0.508771929824561,0.540372670807453,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)NC(CO)CO)OC 266329095,6,0.508771929824561,0.537037037037037,2,0,2,1
CC/C=C/CNC(=O)Nc1cc(c(cc1OC)OC)Cl 454236852,5,0.508474576271186,0.529761904761904,2,0,1,1
COc1cc(c(cc1Cl)NC(=O)NC/C=C/CO)OC 664328056,5,0.508474576271186,0.517647058823529,2,0,1,1
COc1cc(c(cc1Cl)NC(=O)NC/C=C\CO)OC 664328055,5,0.508474576271186,0.517647058823529,2,0,1,1
COc1cc(c(cc1NC(=O)Nc2nc(cs2)C)Cl)Cl 479570388,5,0.508196721311475,0.423076923076923,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)NN=CCC(C)C)OC 741772599,6,0.508196721311475,0.47486033519553,3,0,2,0
COc1cc(c(cc1NC(=O)Nc2ncc(o2)C)C)Cl 355825483,5,0.507936507936507,0.429245283018867,4,0,0,0
COc1cc(c(cc1Br)NCC(=O)Nc2cc(on2)C)OC 155577434,2,0.507936507936507,0.494949494949495,0,1,0,0
COc1cc(c(cc1F)NCC(=O)Nc2cc(on2)C)OC 88534614,2,0.507936507936507,0.5,0,1,0,0
COc1cc(c(cc1Br)NC(=O)NCc2cc(on2)C)OC 548652571,2,0.507936507936507,0.475728155339805,0,1,0,0
COc1cc(c(cc1Cl)NC(=O)NC[C@@H]2CC(=NO2)C)OC 866048219,5,0.507936507936507,0.448780487804878,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)NC[C@H]2CC(=NO2)C)OC 866048218,5,0.507936507936507,0.448780487804878,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)NCc2cc(cs2)C)OC 454246814,3,0.507936507936507,0.453201970443349,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cnc(o2)C)OC 572961345,4,0.507936507936507,0.487684729064039,3,0,0,0
COc1cc(c(cc1F)NC(=O)NCc2cc(on2)C)OC 88403197,2,0.507936507936507,0.495049504950495,0,1,0,0
COc1cc(c(cc1NC(=O)Cc2cc(on2)C)C)Cl 62159032,4,0.5,0.351351351351351,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)N[C@@H]2CCNC2)OC 414718383,6,0.5,0.497206703910614,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2CCNC2)OC 414718385,6,0.5,0.497206703910614,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)NC2C[C@@H]3C[C@H]3C2)OC 583687934,6,0.5,0.502890173410404,2,0,3,1
COc1cc(c(cc1Cl)NC(=O)NC2C[C@H]3C[C@@H]3C2)OC 583687935,6,0.5,0.502890173410404,2,0,3,1
COc1cc(c(cc1Cl)NC(=O)N[C@H]2C[C@@H]3C[C@@H]3C2)OC 583687933,6,0.5,0.502890173410404,2,0,3,1
COc1cc(c(cc1Cl)NC(=O)c2cc(n[nH]2)C)OC 48672006,3,0.5,0.419512195121951,1,0,1,0
COc1cc(c(cc1Cl)NC(=O)c2cnc([nH]2)C)OC 339229358,4,0.5,0.364485981308411,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2ccc(cc2)F)OC 17066536,4,0.5,0.574193548387096,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2ccc(cc2)I)OC 440850360,4,0.5,0.588235294117647,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2ccc(cc2)O)OC 186529372,4,0.5,0.60958904109589,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2cccc(c2)C)OC 13321286,3,0.5,0.629139072847682,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cnc(s2)C)OC 98118709,4,0.5,0.427906976744186,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2csc(n2)C)OC 45345041,4,0.5,0.429906542056074,2,1,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2nc(cs2)C)OC 43413934,4,0.5,0.432558139534883,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2ncc(s2)C)OC 174547144,3,0.5,0.436619718309859,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2nnc(o2)C)OC 612935313,3,0.5,0.505154639175257,2,0,0,0
CC/C=C\CNC(=O)Nc1cc(c(cc1OC)OC)Cl 454236853,5,0.5,0.529761904761904,2,0,1,1
COCCONC(=O)Nc1cc(c(cc1OC)OC)Cl 792206934,6,0.5,0.461111111111111,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)NC/C=C/CN)OC 666660100,5,0.5,0.526946107784431,1,0,2,1
COc1cc(c(cc1Cl)NC(=O)NC/C=C\CN)OC 666660096,5,0.5,0.526946107784431,1,0,2,1
COc1cc(c(cc1Cl)NC(=O)NOC/C=C/Cl)OC 289558868,6,0.5,0.451086956521739,3,0,1,1
C=C(C)CCNC(=O)Nc1cc(c(cc1OC)OC)Cl 454242411,5,0.5,0.511627906976744,1,0,2,0
C=C(C)CONC(=O)Nc1cc(c(cc1OC)OC)Cl 844488218,5,0.5,0.456043956043956,2,0,1,0
COc1cc(c(cc1Cl)NC(=O)NC(CF)CF)OC 454237822,7,0.5,0.537037037037037,3,0,2,0
COc1cc(c(cc1NC(=O)Cc2cc(on2)C)F)Cl 1361654029,4,0.492307692307692,0.36036036036036,2,1,0,0
COc1cc(c(cc1NC(=O)Nc2nc(no2)C)C)Cl 296906805,6,0.492063492063492,0.431924882629108,5,0,0,0
CC[C@@H](C)C=NNC(=O)Nc1cc(c(cc1OC)OC)Cl 755747079,5,0.492063492063492,0.47486033519553,3,0,1,0
CC[C@H](C)C=NNC(=O)Nc1cc(c(cc1OC)OC)Cl 755747083,5,0.492063492063492,0.47486033519553,3,0,1,0
COc1cc(c(cc1Cl)NC(=O)NCc2ccc(s2)C)OC 123483373,4,0.492063492063492,0.46,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2n[nH]c(n2)C)OC 75417001,3,0.492063492063492,0.467336683417085,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2nnc(s2)C)OC 541865706,3,0.492063492063492,0.458536585365853,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)Cc2ccc(o2)C)OC 533579952,4,0.491803278688524,0.375586854460093,4,0,0,0
COc1ccc(c(c1)OC)NC(=S)Nc2cc(on2)C 13839769,2,0.491803278688524,0.717791411042944,0,1,0,1
COc1cc(c(cc1Cl)NC(=O)N[C@@H]2C=CCC2)OC 853826200,4,0.491803278688524,0.478494623655914,2,0,1,1
COc1cc(c(cc1Cl)NC(=O)N[C@H]2C=CCC2)OC 853826201,4,0.491803278688524,0.478494623655914,2,0,1,1
COc1cc(c(cc1Cl)NC(=O)c2cc(sn2)C)OC 435639565,2,0.491803278688524,0.380733944954128,0,1,0,0
COc1cc(c(cc1Cl)NC(=O)/C=C/c2ccc(o2)C)OC 8751691,5,0.491803278688524,0.377990430622009,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)/C=C\c2ccc(o2)C)OC 96600658,5,0.491803278688524,0.377990430622009,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)C=Cc2ccc(o2)C)OC 2040437287,5,0.491803278688524,0.377990430622009,4,0,0,0
C=CCCCNC(=O)Nc1cc(c(cc1OC)OC)Cl 447899284,5,0.491803278688524,0.511627906976744,2,0,1,2
COc1cc(c(cc1NC(=O)Cc2cc(on2)C)OC)OC 178457463,3,0.491525423728813,0.365296803652968,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)NC2CC(C2)C)OC 267808163,5,0.491525423728813,0.524096385542168,1,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2C[C@@H](C2)O)OC 664472861,6,0.491525423728813,0.505813953488372,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2C[C@H](C2)O)OC 296638467,6,0.491525423728813,0.505813953488372,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)Nc2cccc(c2)F)OC 170699925,4,0.491525423728813,0.597402597402597,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Nc2cccc(c2)I)OC 440842377,4,0.491525423728813,0.576923076923076,3,0,0,0
CCCCCNC(=O)Nc1cc(c(cc1OC)OC)Cl 48474569,6,0.491525423728813,0.511764705882352,2,0,2,0
CCOCCNC(=O)Nc1cc(c(cc1OC)OC)Cl 6439417,5,0.491525423728813,0.514792899408284,1,0,2,0
CNCCCNC(=O)Nc1cc(c(cc1OC)OC)Cl 414707838,7,0.491525423728813,0.533333333333333,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)NCCCCO)OC 192564258,7,0.491525423728813,0.505813953488372,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)NCCC(C)C)OC 43413904,6,0.491525423728813,0.527272727272727,1,0,3,0
COc1cc(c(cc1Cl)NC(=O)NCCN(C)C)OC 166349565,6,0.491525423728813,0.55,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)NOCC(C)C)OC 123369838,6,0.491525423728813,0.477011494252873,2,0,2,0
COc1cc(c(cc1NC(=O)Nc2cc(n[nH]2)C)C)Cl 172457091,5,0.484375,0.492146596858638,3,0,1,0
COc1cc(c(cc1Cl)NCC(=O)Nc2cc(no2)C)OC 43563254,3,0.484375,0.435406698564593,2,0,0,0
COc1cc(c(cc1NC(=O)Nc2cnn(c2)C)Cl)Cl 191266106,5,0.483870967741935,0.443850267379679,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)NN2CC(=O)NC2=O)OC 275693239,6,0.483870967741935,0.41871921182266,4,0,1,0
COc1cc(c(cc1Cl)NC(=O)CCc2ccc(o2)C)OC 81812750,5,0.483870967741935,0.367441860465116,4,0,0,0
C=CC[C@@H](C)NC(=O)Nc1cc(c(cc1OC)OC)Cl 116997916,6,0.483870967741935,0.523809523809523,1,0,3,1
C=CC[C@H](C)NC(=O)Nc1cc(c(cc1OC)OC)Cl 116997914,6,0.483870967741935,0.523809523809523,1,0,3,1
C=C[C@@H](CO)NC(=O)Nc1cc(c(cc1OC)OC)Cl 290337559,4,0.483870967741935,0.532934131736526,1,0,1,2
C=C[C@H](CO)NC(=O)Nc1cc(c(cc1OC)OC)Cl 290337555,4,0.483870967741935,0.532934131736526,1,0,1,2
COc1cc(c(cc1Cl)NC(=O)N[C@@H]2CCOC2)OC 159305832,5,0.483333333333333,0.462765957446808,1,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2CCOC2)OC 159305938,5,0.483333333333333,0.462765957446808,1,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@@H]2C[C@@H]([C@@H](C2)O)O)OC 1365755634,7,0.483333333333333,0.48087431693989,3,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2C[C@@H]([C@@H](C2)O)O)OC 1365755635,7,0.483333333333333,0.48087431693989,3,0,3,0
COC(=O)CCNC(=O)Nc1cc(c(cc1OC)OC)Cl 265426512,5,0.483333333333333,0.49438202247191,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)N[C@@H](C)CC(C)C)OC 503260763,6,0.483333333333333,0.524096385542168,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@H](C)CC(C)C)OC 503260764,6,0.483333333333333,0.524096385542168,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)c2cc(co2)C)OC 1355386179,3,0.483333333333333,0.406698564593301,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)N[C@@H]2CC[C@H]2C)OC 353303270,5,0.483333333333333,0.511764705882352,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2CC[C@@H]2C)OC 353303276,5,0.483333333333333,0.511764705882352,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2CC[C@H]2C)OC 353303272,5,0.483333333333333,0.511764705882352,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)NC2CCC(CC2)O)OC 337984616,7,0.483333333333333,0.486187845303867,3,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2CC[C@@H](CC2)C)OC 518681208,6,0.483333333333333,0.5,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2CC[C@@H](CC2)O)OC 160115392,7,0.483333333333333,0.486187845303867,3,0,3,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2CC[C@@H](CC2)O)OC 245502043,7,0.483333333333333,0.486187845303867,3,0,3,0
COc1cc(c(cc1Cl)NC(=O)NCC#CCO)OC 639458175,7,0.483333333333333,0.511764705882352,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)NCCCCF)OC 359509456,7,0.483333333333333,0.502890173410404,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)NCCCCN)OC 414708935,7,0.483333333333333,0.514792899408284,1,0,4,0
COc1cc(c(cc1Cl)NC(=O)NCCC(=O)N)OC 298656000,6,0.483333333333333,0.520710059171597,1,0,3,0
COc1cc(c(cc1Cl)NC(=O)NCCC(=O)O)OC 40537261,5,0.483333333333333,0.514619883040935,1,0,2,1
COc1cc(c(cc1Cl)NC(=O)NCCC(F)F)OC 1347562860,7,0.483333333333333,0.520958083832335,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)NOCC(=O)N)OC 271683555,6,0.483333333333333,0.458563535911602,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)NOCC(=O)O)OC 135228983,5,0.483333333333333,0.456043956043956,2,0,1,1
COc1cc(c(cc1Cl)NC(=O)NOCC(F)F)OC 759207789,7,0.483333333333333,0.477272727272727,3,0,2,0
COC/C(=C/C(=O)Nc1cc(c(cc1OC)OC)Cl)/C 844288526,5,0.483333333333333,0.385026737967914,2,0,1,0
COC/C(=C\C(=O)Nc1cc(c(cc1OC)OC)Cl)/C 844288525,5,0.483333333333333,0.385026737967914,2,0,1,0
COC[C@@H](C)NC(=O)Nc1cc(c(cc1OC)OC)Cl 354211130,5,0.483333333333333,0.520958083832335,1,0,2,0
COC[C@H](C)NC(=O)Nc1cc(c(cc1OC)OC)Cl 354211136,5,0.483333333333333,0.520958083832335,1,0,2,0
COc1cc(c(cc1Cl)NC(=O)C=C2CCCC2)OC 917565118,6,0.482758620689655,0.395721925133689,3,0,2,0
CCC(=CC(=O)Nc1cc(c(cc1OC)OC)Cl)CC 164276701,6,0.482758620689655,0.415730337078651,3,0,1,0
COc1cc(c(cc1NC(=O)Nc2cc(ns2)C)C)Cl 749232934,5,0.476923076923076,0.379146919431279,4,0,0,0
COc1cc(c(cc1NC(=O)Nc2ccn(n2)C)C)Cl 170685583,7,0.476923076923076,0.455,6,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cc(cs2)Br)OC 410021644,4,0.476923076923076,0.453658536585365,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2ccn(n2)C)OC 345884316,5,0.476923076923076,0.485148514851485,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cn(cn2)C)OC 929266750,3,0.476923076923076,0.438095238095238,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cn(nn2)C)OC 93045081,3,0.476923076923076,0.452380952380952,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cnn(c2)C)OC 54380792,4,0.476923076923076,0.502645502645502,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2cnn(n2)C)OC 806137115,5,0.476923076923076,0.463414634146341,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2csc(c2)Br)OC 505167933,4,0.476923076923076,0.467005076142132,2,1,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2ncn(n2)C)OC 156086353,4,0.476923076923076,0.446601941747572,3,0,0,0
COc1cc(c(cc1Cl)NC(=O)Cc2cc([nH]n2)C)OC 150903063,2,0.476190476190476,0.392523364485981,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)[C@@H](C)c2ccc(o2)C)OC 742474923,5,0.476190476190476,0.375586854460093,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)[C@H](C)c2ccc(o2)C)OC 742474924,5,0.476190476190476,0.375586854460093,4,0,0,0
C=C[C@@H](COC)NC(=O)Nc1cc(c(cc1OC)OC)Cl 1324016215,6,0.476190476190476,0.511494252873563,3,0,2,0
C=C[C@H](COC)NC(=O)Nc1cc(c(cc1OC)OC)Cl 1324016214,6,0.476190476190476,0.511494252873563,3,0,2,0
COc1cc(c(cc1Cl)NC(=O)CCc2nc(no2)C)OC 97041669,5,0.476190476190476,0.384615384615384,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)COc2nc(no2)C)OC 337409864,5,0.476190476190476,0.361233480176211,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2ccc(o2)Cl)OC 642421774,5,0.476190476190476,0.510416666666666,4,0,0,0
COc1cc(c(cc1Cl)NC(=O)NCc2nc(=O)o[nH]2)OC 1771679467,4,0.476190476190476,0.436619718309859,2,0,1,0
COc1cc(c(cc1NC(=O)Nc2cc([nH]n2)C)C)C 667543028,3,0.475409836065573,0.445595854922279,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)N[C@H]2CNOC2)OC 925909917,5,0.475409836065573,0.478723404255319,2,0,2,0
COc1cc(c(cc1Cl)NC(=O)NCCCC(C)C)OC 501088623,6,0.475409836065573,0.511764705882352,2,0,3,0
COc1cc(c(cc1Cl)NC(=O)NCCCN(C)C)OC 78311818,6,0.475409836065573,0.533333333333333,3,0,2,0
COc1cc(c(cc1Cl)NC(=O)NCCOC(C)C)OC 182900859,5,0.475409836065573,0.511764705882352,1,0,3,0
CNC(=O)CCNC(=O)Nc1cc(c(cc1OC)OC)Cl 47352528,6,0.475409836065573,0.52046783625731,3,0,2,0
COc1cc(c(cc1Br)NC(=O)c2cc(on2)C)OC 161961867,2,0.475409836065573,0.385321100917431,0,1,0,0
COc1cc(c(cc1Cl)NC(=O)c2cc(cs2)C)OC 379211114,3,0.475409836065573,0.380281690140845,2,0,0,0
COc1cc(c(cc1Cl)NC(=O)c2coc(n2)C)OC 186817631,3,0.475409836065573,0.381818181818181,2,0,0,0
