alignment,dist,ecfp4,daylight,maj,min,hyb,sub
COC(=O)COC[C@@H](C)Nc1cc(c(cc1OC)Cl)C 294864610,11,0.27027027027027,0.248780487804878,7,0,2,0
COC(=O)COC[C@H](C)Nc1cc(c(cc1OC)Cl)C 294864609,11,0.27027027027027,0.248780487804878,7,0,2,0
CNC(=O)CCNC(=O)Nc1ccc(cc1OC)C#N 547418274,9,0.27027027027027,0.340314136125654,5,0,2,1
COc1cc(ccc1NC(=O)NCCN(C)OC)SC 822999662,7,0.27027027027027,0.326530612244897,2,1,2,1
COc1cc(ccc1NC(=O)NCC[C@@H](C)OC)SC 278117206,7,0.27027027027027,0.311557788944723,1,1,3,1
COc1cc(c(cc1C)NC(=O)C[C@@H](C)CC(=O)O)Cl 634836796,9,0.27027027027027,0.3125,5,0,2,1
COc1cc(c(cc1C)NC(=O)C[C@H](C)CC(=O)O)Cl 634836797,9,0.27027027027027,0.3125,5,0,2,1
COc1cc(ccc1NC(=O)N[C@@H](C)CN(C)C)SC 287600079,8,0.27027027027027,0.34054054054054,3,1,2,1
COc1cc(ccc1NC(=O)N[C@H](C)CN(C)C)SC 351693620,8,0.27027027027027,0.34054054054054,3,1,2,1
COCCN(C)NC(=O)Nc1ccc(cc1OC)SC 879388153,8,0.27027027027027,0.297029702970297,4,1,1,1
COCC[C@@H](C)NC(=O)Nc1ccc(cc1OC)SC 192655545,8,0.27027027027027,0.316326530612244,3,1,2,1
COCC[C@H](C)NC(=O)Nc1ccc(cc1OC)SC 192655527,8,0.27027027027027,0.316326530612244,3,1,2,1
COc1cc(ccc1NC(=O)N[C@@H](C)CCSC)SC 772647070,8,0.27027027027027,0.328125,3,1,2,1
COc1cc(ccc1NC(=O)N[C@H](C)CCSC)SC 772647072,8,0.27027027027027,0.328125,3,1,2,1
CCC[C@@H](CC)NC(=O)Nc1ccc(cc1OC)SC 446400684,8,0.27027027027027,0.322751322751322,2,1,3,1
CCC[C@H](CC)NC(=O)Nc1ccc(cc1OC)SC 446400685,8,0.27027027027027,0.322751322751322,2,1,3,1
CC[C@@H](CSC)NC(=O)Nc1ccc(cc1OC)SC 192668882,8,0.27027027027027,0.321428571428571,3,1,2,1
CC[C@H](COC)NC(=O)Nc1ccc(cc1OC)SC 192646301,8,0.27027027027027,0.308080808080808,3,1,2,1
CC[C@H](CSC)NC(=O)Nc1ccc(cc1OC)SC 192668896,8,0.27027027027027,0.321428571428571,3,1,2,1
COC[C@@H](CO)NC(=O)Nc1ccc(cc1OC)SC 280721245,7,0.27027027027027,0.317708333333333,2,1,2,2
COC[C@H](CO)NC(=O)Nc1ccc(cc1OC)SC 280721249,7,0.27027027027027,0.317708333333333,2,1,2,2
C=CC[C@@H](CC)NC(=O)Nc1cc(c(cc1F)OC)F 281267426,9,0.27027027027027,0.333333333333333,3,1,3,1
C=CC[C@@H](CO)NC(=O)Nc1cc(c(cc1F)OC)F 186557122,8,0.27027027027027,0.319371727748691,2,1,3,2
C=CC[C@H](CC)NC(=O)Nc1cc(c(cc1F)OC)F 281267432,9,0.27027027027027,0.333333333333333,3,1,3,1
C=CC[C@H](CO)NC(=O)Nc1cc(c(cc1F)OC)F 186557144,8,0.27027027027027,0.319371727748691,2,1,3,2
COc1cc(c(cc1C)NCCc2csc(n2)C)Cl 809199288,9,0.27027027027027,0.22707423580786,5,1,1,0
COc1cc(c(cc1CNCc2cnc(o2)C)Cl)I 600153858,9,0.27027027027027,0.230088495575221,7,0,0,0
COc1cc(c(cc1NCCc2cn(nn2)C)C)Cl 1965743501,8,0.27027027027027,0.242290748898678,5,0,1,0
COc1cc(c(cc1NCCc2cnn(c2)C)C)Cl 226150358,9,0.27027027027027,0.263157894736842,6,0,1,0
COc1cc(c(cc1NCCn2cc(cn2)Cl)C)Cl 312880141,9,0.27027027027027,0.276497695852534,6,0,1,0
COc1cc(c(cc1NC(=O)Cn2cc(cn2)Cl)Br)F 1276395801,7,0.269230769230769,0.277777777777777,5,1,0,0
COc1cc(c(cc1OCC(=O)Nc2cc(no2)C)Br)C=O 194603517,7,0.269230769230769,0.252032520325203,5,1,0,0
CNC(=O)CCCC(=O)Nc1cc(c(cc1OC)F)F 292772276,10,0.26865671641791,0.271794871794871,5,1,2,0
CNC[C@@H](C)C[C@@H](C)Cc1cc(c(cc1OC)OC)Cl 2279107467,10,0.26865671641791,0.221649484536082,5,0,3,0
CNC[C@@H](C)C[C@H](C)Cc1cc(c(cc1OC)OC)Cl 2279107469,10,0.26865671641791,0.221649484536082,5,0,3,0
CNC[C@H](C)C[C@H](C)Cc1cc(c(cc1OC)OC)Cl 2279107468,10,0.26865671641791,0.221649484536082,5,0,3,0
COc1cc(c(cc1Br)NC(=O)C[C@@H]2COC(=O)C2)OC 274977818,6,0.267605633802816,0.290322580645161,3,1,2,0
COc1cc(c(cc1Br)NC(=O)C[C@H]2COC(=O)C2)OC 274977816,6,0.267605633802816,0.290322580645161,3,1,2,0
COc1cc(c(cc1F)NC(=O)C[C@@H]2COC(=O)C2)OC 268857106,6,0.267605633802816,0.300469483568075,3,1,2,0
COc1cc(c(cc1F)NC(=O)C[C@H]2COC(=O)C2)OC 268857105,6,0.267605633802816,0.300469483568075,3,1,2,0
COc1ccc(c(c1)OC)NC(=O)Cc2nnc(o2)C 1858105497,4,0.267605633802816,0.317307692307692,3,0,0,1
COc1cc(c(cc1Br)NC(=O)C[C@@H]2CCCN2)OC 423773285,8,0.267605633802816,0.300970873786407,2,1,4,0
COc1cc(c(cc1Br)NC(=O)C[C@@H]2CCCO2)OC 186165226,8,0.267605633802816,0.282407407407407,3,1,3,0
COc1cc(c(cc1Br)NC(=O)C[C@H]2CCCN2)OC 423773284,8,0.267605633802816,0.300970873786407,2,1,4,0
COc1cc(c(cc1Br)NC(=O)C[C@H]2CCCO2)OC 186165247,8,0.267605633802816,0.282407407407407,3,1,3,0
COc1cc(c(cc1Br)NC(=S)Nc2ccsc2)OC 790328658,5,0.267605633802816,0.364102564102564,1,3,0,1
COc1cc(c(cc1F)NC(=O)C[C@@H]2CCCN2)OC 161210244,8,0.267605633802816,0.311881188118811,2,1,4,0
COc1cc(c(cc1F)NC(=O)C[C@@H]2CCCO2)OC 268017075,8,0.267605633802816,0.291079812206572,3,1,3,0
COc1cc(c(cc1F)NC(=O)C[C@H]2CCCO2)OC 268017074,8,0.267605633802816,0.291079812206572,3,1,3,0
COc1cc(c(cc1F)NC(=S)Nc2ccsc2)OC 790317183,5,0.267605633802816,0.37696335078534,1,3,0,1
COc1cc(c(cc1C)NC(=O)N[C@@H]2CNC(=O)C2)C 336600681,7,0.267605633802816,0.328358208955223,4,0,2,0
COc1cc(c(cc1C)NC(=O)N[C@@H]2CO[C@@H](C2)C)C 335440169,6,0.267605633802816,0.304347826086956,2,0,3,0
COc1cc(c(cc1C)NC(=O)N[C@@H]2CO[C@H](C2)C)C 335440172,6,0.267605633802816,0.304347826086956,2,0,3,0
COc1cc(c(cc1C)NC(=O)N[C@H]2CNC(=O)C2)C 336600682,7,0.267605633802816,0.328358208955223,4,0,2,0
COc1cc(c(cc1C)NC(=O)N[C@H]2CO[C@@H](C2)C)C 335440173,6,0.267605633802816,0.304347826086956,2,0,3,0
COc1cc(c(cc1C)NC(=O)N[C@H]2CO[C@H](C2)C)C 335440171,6,0.267605633802816,0.304347826086956,2,0,3,0
COc1cc(c(cc1Cl)CN(C)Cc2nnc(o2)C)Cl 668521519,8,0.267605633802816,0.229357798165137,7,0,0,0
COc1cc(c(cc1Br)NC(=O)CCCOC(C)C)OC 161993492,7,0.267605633802816,0.297029702970297,2,1,3,0
COc1cc(c(cc1Br)NC(=O)CCOCC(F)F)OC 190511612,9,0.267605633802816,0.28780487804878,5,1,2,0
COc1cc(c(cc1F)NC(=O)CCCOC(C)C)OC 272942012,7,0.267605633802816,0.308080808080808,2,1,3,0
COc1cc(c(cc1Br)NC(=O)[C@@H]2[C@@H]3[C@@H]2C(=O)CC3)OC 907517210,8,0.267605633802816,0.303482587064676,4,1,2,0
COc1cc(c(cc1Br)NC(=O)[C@@H]2[C@@H]3[C@H]2C(=O)CC3)OC 907517207,8,0.267605633802816,0.303482587064676,4,1,2,0
COc1cc(c(cc1Br)NC(=O)[C@@H]2[C@H]3[C@H]2C(=O)CC3)OC 907517208,8,0.267605633802816,0.303482587064676,4,1,2,0
COc1cc(c(cc1Br)NC(=O)[C@H]2[C@@H]3[C@H]2CCC3=O)OC 907517205,8,0.267605633802816,0.303482587064676,4,1,2,0
COc1cc(c(cc1F)NC(=O)[C@@H]2[C@@H]3[C@@H]2C(=O)CC3)OC 906948348,8,0.267605633802816,0.314720812182741,4,1,2,0
COc1cc(c(cc1F)NC(=O)[C@@H]2[C@@H]3[C@H]2C(=O)CC3)OC 906948346,8,0.267605633802816,0.314720812182741,4,1,2,0
COc1cc(c(cc1F)NC(=O)[C@@H]2[C@H]3[C@H]2C(=O)CC3)OC 906948347,8,0.267605633802816,0.314720812182741,4,1,2,0
COc1cc(c(cc1F)NC(=O)[C@H]2[C@@H]3[C@H]2CCC3=O)OC 906948345,8,0.267605633802816,0.314720812182741,4,1,2,0
COc1cc(c(cc1Br)NC(=O)[C@@H]2C[C@H]3CC[C@H]2C3)OC 249434042,8,0.267605633802816,0.306122448979591,3,1,3,1
COc1cc(c(cc1Br)NC(=O)[C@H]2C[C@H]3CC[C@H]2C3)OC 249434038,8,0.267605633802816,0.306122448979591,3,1,3,1
COc1cc(c(cc1F)NC(=O)[C@@H]2C[C@H]3CC[C@H]2C3)OC 531509643,8,0.267605633802816,0.317708333333333,3,1,3,1
COc1cc(c(cc1F)NC(=O)[C@H]2C[C@H]3CC[C@H]2C3)OC 531509642,8,0.267605633802816,0.317708333333333,3,1,3,1
COc1cc(c(cc1Br)NC(=O)[C@@H]2CC[C@@H](C2)N)OC 423775852,8,0.267605633802816,0.301507537688442,3,1,3,0
COc1cc(c(cc1Br)NC(=O)[C@@H]2CC[C@H](C2)N)OC 423775855,8,0.267605633802816,0.301507537688442,3,1,3,0
COc1cc(c(cc1Br)NC(=O)[C@@H]2CSC(=O)N2)OC 275141694,7,0.267605633802816,0.302222222222222,3,2,1,0
COc1cc(c(cc1Br)NC(=O)[C@H]2CC[C@@H](C2)N)OC 423775854,8,0.267605633802816,0.301507537688442,3,1,3,0
COc1cc(c(cc1Br)NC(=O)[C@H]2CC[C@H](C2)N)OC 423775853,8,0.267605633802816,0.301507537688442,3,1,3,0
COc1cc(c(cc1Br)NC(=O)[C@H]2CSC(=O)N2)OC 275141693,7,0.267605633802816,0.302222222222222,3,2,1,0
COc1cc(c(cc1F)NC(=O)[C@@H]2CC[C@@H](C2)N)OC 237204555,8,0.267605633802816,0.312820512820512,3,1,3,0
COc1cc(c(cc1F)NC(=O)[C@@H]2CC[C@H](C2)N)OC 237204523,8,0.267605633802816,0.312820512820512,3,1,3,0
COc1cc(c(cc1F)NC(=O)[C@@H]2CSC(=O)N2)OC 267948456,7,0.267605633802816,0.297777777777777,3,2,1,0
COc1cc(c(cc1F)NC(=O)[C@H]2CC[C@@H](C2)N)OC 237204906,8,0.267605633802816,0.312820512820512,3,1,3,0
COc1cc(c(cc1F)NC(=O)[C@H]2CC[C@H](C2)N)OC 237204874,8,0.267605633802816,0.312820512820512,3,1,3,0
COc1cc(c(cc1F)NC(=O)[C@H]2CSC(=O)N2)OC 267948454,7,0.267605633802816,0.297777777777777,3,2,1,0
COc1cc(c(cc1Br)NC(=O)Cc2cccc(c2)F)OC 161995068,6,0.267605633802816,0.292452830188679,4,1,0,0
COc1cc(c(cc1Br)NC(=O)Cc2cccc(c2)O)OC 154241124,6,0.267605633802816,0.305825242718446,4,1,0,0
COc1cc(c(cc1F)NC(=O)Cc2cccc(c2)Br)OC 120625810,6,0.267605633802816,0.3125,4,1,0,0
COc1cc(c(cc1F)NC(=O)Cc2cccc(c2)I)OC 471993256,6,0.267605633802816,0.321951219512195,4,1,0,0
COc1cc(c(cc1F)NC(=O)Cc2cccc(c2)O)OC 88464253,6,0.267605633802816,0.316831683168316,4,1,0,0
COc1cc(c(cc1C)NC(=O)NCCCC(=O)O)C 263075281,8,0.267605633802816,0.331578947368421,5,0,1,0
COc1cc(c(cc1C)NC(=O)NCCSC(C)C)C 287501688,8,0.267605633802816,0.347826086956521,2,1,3,0
COc1cc(c(cc1F)NC(=O)NCCCC(C)C)F 177336968,9,0.267605633802816,0.327868852459016,3,1,3,0
COc1cc(c(cc1F)NC(=O)NCCCC(F)F)F 1341443665,10,0.267605633802816,0.32258064516129,5,1,2,0
COc1cc(c(cc1F)NC(=O)NCCOC(C)C)F 186564522,8,0.267605633802816,0.326086956521739,2,1,3,0
C#CCCCCC(=O)Nc1cc(c(cc1OC)OC)Br 162053223,9,0.267605633802816,0.306532663316582,3,1,3,0
C#CCCCCC(=O)Nc1cc(c(cc1OC)OC)F 120264735,9,0.267605633802816,0.317948717948717,3,1,3,0
C#CCOCCC(=O)Nc1cc(c(cc1OC)OC)Br 162006002,9,0.267605633802816,0.28780487804878,3,1,3,0
C#CCOCCC(=O)Nc1cc(c(cc1OC)OC)F 155854547,9,0.267605633802816,0.3,3,1,3,0
CC#CCCCC(=O)Nc1cc(c(cc1OC)OC)Br 275331356,8,0.267605633802816,0.3,3,1,2,0
CC#CCCCC(=O)Nc1cc(c(cc1OC)OC)F 341510168,8,0.267605633802816,0.311224489795918,3,1,2,0
CCCCSCC(=O)Nc1cc(c(cc1OC)OC)Br 777850769,8,0.267605633802816,0.301980198019801,4,1,1,0
CCCCSCC(=O)Nc1cc(c(cc1OC)OC)F 755407812,8,0.267605633802816,0.306532663316582,4,1,1,0
COc1cc(c(cc1Br)NC(=O)CCCCC#N)OC 594009274,9,0.267605633802816,0.301507537688442,2,1,4,0
COc1cc(c(cc1F)NC(=O)CCCCC#N)OC 593990898,9,0.267605633802816,0.314432989690721,2,1,4,0
C=CC(=O)NCCC(=O)Nc1cc(c(cc1OC)C)C 855352382,9,0.267605633802816,0.269607843137254,6,0,1,0
CNC(=O)CCNC(=O)Nc1cc(c(cc1F)OC)F 268292466,9,0.267605633802816,0.335135135135135,4,1,2,0
COc1cc(c(cc1C)NC(=O)NCCN(C)OC)C 822999844,7,0.267605633802816,0.349462365591397,3,0,2,0
COc1cc(c(cc1C)NC(=O)NCC[C@@H](C)OC)C 278618307,7,0.267605633802816,0.326315789473684,2,0,3,0
COc1cc(c(cc1C)NC(=O)NCC[C@H](C)OC)C 278618308,7,0.267605633802816,0.326315789473684,2,0,3,0
COc1cc(c(cc1C)NC(=O)N[C@@H](C)CN(C)C)C 287714100,8,0.267605633802816,0.365714285714285,4,0,2,0
CCCN(C)CC(=O)Nc1cc(c(cc1OC)OC)Br 428101710,8,0.267605633802816,0.319371727748691,3,1,2,0
CCCN(C)CC(=O)Nc1cc(c(cc1OC)OC)F 446367823,8,0.267605633802816,0.326203208556149,3,1,2,0
CCC[C@@H](C)CC(=O)Nc1cc(c(cc1OC)OC)Br 162048007,8,0.267605633802816,0.3125,2,1,3,0
CCC[C@@H](C)CC(=O)Nc1cc(c(cc1OC)OC)F 87401748,8,0.267605633802816,0.324468085106383,2,1,3,0
CCC[C@H](C)CC(=O)Nc1cc(c(cc1OC)OC)Br 162048113,8,0.267605633802816,0.3125,2,1,3,0
CCC[C@H](C)CC(=O)Nc1cc(c(cc1OC)OC)F 87401749,8,0.267605633802816,0.324468085106383,2,1,3,0
COCC[C@@H](C)NC(=O)Nc1cc(c(cc1C)OC)C 278684959,8,0.267605633802816,0.331550802139037,4,0,2,0
COCC[C@H](C)NC(=O)Nc1cc(c(cc1C)OC)C 278684965,8,0.267605633802816,0.331550802139037,4,0,2,0
CCC[C@@H](CC)NC(=O)Nc1cc(c(cc1C)OC)C 446355293,8,0.267605633802816,0.344444444444444,3,0,3,0
CCC[C@H](CC)NC(=O)Nc1cc(c(cc1C)OC)C 446355294,8,0.267605633802816,0.344444444444444,3,0,3,0
CC[C@@H](COC)NC(=O)Nc1cc(c(cc1C)OC)C 278674338,8,0.267605633802816,0.328042328042328,4,0,2,0
CC[C@H](COC)NC(=O)Nc1cc(c(cc1C)OC)C 278674335,8,0.267605633802816,0.328042328042328,4,0,2,0
COC[C@@H](CO)NC(=O)Nc1cc(c(cc1C)OC)C 280759748,7,0.267605633802816,0.34065934065934,3,0,2,1
COC[C@H](CO)NC(=O)Nc1cc(c(cc1C)OC)C 280759751,7,0.267605633802816,0.34065934065934,3,0,2,1
COc1cc(c(cc1Br)NC(=O)C[C@@H](CN)OC)OC 423775766,8,0.267605633802816,0.294117647058823,4,1,1,0
COc1cc(c(cc1Br)NC(=O)C[C@H](CN)OC)OC 423775763,8,0.267605633802816,0.294117647058823,4,1,1,0
COc1cc(c(cc1F)NC(=O)C[C@@H](CN)OC)OC 278201996,8,0.267605633802816,0.305,4,1,1,0
COc1cc(c(cc1F)NC(=O)C[C@H](CN)OC)OC 278201993,8,0.267605633802816,0.305,4,1,1,0
COc1cc(c(cc1NC(=O)Cc2ccc(s2)C)Br)C 183944140,6,0.266666666666666,0.229166666666666,4,1,0,0
COc1cc(c(cc1NC(=O)Cc2n[nH]c(n2)C)Br)C 613542892,5,0.266666666666666,0.260869565217391,3,1,0,0
COc1cc(c(cc1NC(=O)Cc2nnc(s2)C)Br)C 613543053,5,0.266666666666666,0.248945147679324,3,1,0,0
COc1cc(c(cc1N[C@@H](C)C[C@@H]2CCC(=O)N2)C)Cl 313669439,11,0.266666666666666,0.272300469483568,8,0,2,0
COc1cc(c(cc1N[C@@H](C)C[C@H]2CCC(=O)N2)C)Cl 313669440,11,0.266666666666666,0.272300469483568,8,0,2,0
COc1cc(c(cc1N[C@H](C)C[C@@H]2CCC(=O)N2)C)Cl 313669438,11,0.266666666666666,0.272300469483568,8,0,2,0
COc1cc(c(cc1N[C@H](C)C[C@H]2CCC(=O)N2)C)Cl 313669437,11,0.266666666666666,0.272300469483568,8,0,2,0
COc1cc(ccc1NC(=O)N[C@@H]2CC[C@@H](C2)C)C#N 782069348,8,0.266666666666666,0.329842931937172,4,0,3,1
COc1cc(ccc1NC(=O)N[C@@H]2CC[C@@H](C2)F)SC 351696210,8,0.266666666666666,0.305418719211822,3,1,3,1
COc1cc(ccc1NC(=O)N[C@@H]2CC[C@H](C2)C)C#N 782069355,8,0.266666666666666,0.329842931937172,4,0,3,1
COc1cc(ccc1NC(=O)N[C@@H]2CC[C@H](C2)F)SC 351696208,8,0.266666666666666,0.305418719211822,3,1,3,1
COc1cc(ccc1NC(=O)N[C@@H]2CNC(=O)C2)C#N 578299125,8,0.266666666666666,0.322115384615384,5,0,2,1
COc1cc(ccc1NC(=O)N[C@@H]2COC(=O)C2)C#N 1413544892,7,0.266666666666666,0.291479820627802,4,0,2,1
COc1cc(ccc1NC(=O)N[C@@H]2CO[C@@H](C2)C)C#N 516058448,7,0.266666666666666,0.303738317757009,3,0,3,1
COc1cc(ccc1NC(=O)N[C@@H]2CO[C@H](C2)C)C#N 516058451,7,0.266666666666666,0.303738317757009,3,0,3,1
COc1cc(ccc1NC(=O)N[C@@H]2CS[C@@H](C2)C)SC 417060771,7,0.266666666666666,0.309523809523809,1,2,3,1
COc1cc(ccc1NC(=O)N[C@@H]2CS[C@H](C2)C)SC 417060769,7,0.266666666666666,0.309523809523809,1,2,3,1
COc1cc(ccc1NC(=O)N[C@H]2CC[C@@H](C2)C)C#N 782069350,8,0.266666666666666,0.329842931937172,4,0,3,1
COc1cc(ccc1NC(=O)N[C@H]2CC[C@@H](C2)F)SC 351696209,8,0.266666666666666,0.305418719211822,3,1,3,1
COc1cc(ccc1NC(=O)N[C@H]2CC[C@H](C2)C)C#N 782069352,8,0.266666666666666,0.329842931937172,4,0,3,1
COc1cc(ccc1NC(=O)N[C@H]2CC[C@H](C2)F)SC 351696211,8,0.266666666666666,0.305418719211822,3,1,3,1
COc1cc(ccc1NC(=O)N[C@H]2CNC(=O)C2)C#N 578299124,8,0.266666666666666,0.322115384615384,5,0,2,1
COc1cc(ccc1NC(=O)N[C@H]2CO[C@@H](C2)C)C#N 516058449,7,0.266666666666666,0.303738317757009,3,0,3,1
COc1cc(ccc1NC(=O)N[C@H]2CO[C@H](C2)C)C#N 516058445,7,0.266666666666666,0.303738317757009,3,0,3,1
COc1cc(ccc1NC(=O)N[C@H]2CS[C@@H](C2)C)SC 417060768,7,0.266666666666666,0.309523809523809,1,2,3,1
COc1cc(ccc1NC(=O)N[C@H]2CS[C@H](C2)C)SC 417060770,7,0.266666666666666,0.309523809523809,1,2,3,1
COc1cc(c(cc1Br)NC(=O)C[C@@H]2SC(=N)NC2=O)OC 779125276,8,0.266666666666666,0.299145299145299,5,1,1,0
COc1cc(c(cc1Br)NC(=O)C[C@H]2SC(=N)NC2=O)OC 779125518,8,0.266666666666666,0.299145299145299,5,1,1,0
COc1cc(c(cc1F)NC(=O)C[C@@H]2SC(=N)NC2=O)OC 755531943,8,0.266666666666666,0.301724137931034,5,1,1,0
COc1cc(c(cc1F)NC(=O)C[C@H]2SC(=N)NC2=O)OC 755531961,8,0.266666666666666,0.301724137931034,5,1,1,0
COc1c(cc(c(c1F)OC)NC(=O)Cc2cc(no2)C)F 584118638,5,0.266666666666666,0.375,3,1,0,1
COc1cc(c(cc1Br)NC(=O)CSc2nnc(s2)S)OC 779125589,6,0.266666666666666,0.280851063829787,4,1,0,0
COc1cc(c(cc1F)NC(=O)CSc2nnc(s2)S)OC 268100692,6,0.266666666666666,0.29004329004329,4,1,0,0
COc1cc(ccc1NC(=O)NCC#CC(=O)O)C#N 717495649,9,0.266666666666666,0.336787564766839,6,0,1,1
COc1cc(ccc1NC(=O)NCCCC(=O)O)C#N 130361084,9,0.266666666666666,0.3248730964467,6,0,1,1
COc1cc(ccc1NC(=O)NCCCC(F)F)C#N 1341601202,10,0.266666666666666,0.324742268041237,6,0,2,1
COc1cc(ccc1NC(=O)NCCC[S@@](=O)C)SC 192677226,8,0.266666666666666,0.333333333333333,4,1,1,1
COc1cc(ccc1NC(=O)NCCC[S@](=O)C)SC 192677243,8,0.266666666666666,0.333333333333333,4,1,1,1
COc1cc(c(cc1C)NC(=O)CCSCC(=O)O)Cl 911466406,10,0.266666666666666,0.325,7,0,1,0
CC[C@@H](C)CCNC(=O)Nc1ccc(cc1OC)SC 1661335322,8,0.266666666666666,0.317708333333333,2,1,3,1
CC[C@H](C)CCNC(=O)Nc1ccc(cc1OC)SC 1661335323,8,0.266666666666666,0.317708333333333,2,1,3,1
CC[C@H](C)CONC(=O)Nc1ccc(cc1OC)SC 298450094,8,0.266666666666666,0.295,3,1,2,1
CC[S@](=O)CCNC(=O)Nc1ccc(cc1OC)SC 772651288,9,0.266666666666666,0.326530612244897,4,1,2,1
COc1cc(ccc1NC(=O)NCCN(C)OC)C#N 822641917,8,0.266666666666666,0.341968911917098,4,0,2,1
COc1cc(ccc1NC(=O)NCC[C@@H](C)OC)C#N 569539779,8,0.266666666666666,0.3248730964467,3,0,3,1
COc1cc(ccc1NC(=O)NCC[C@H](C)OC)C#N 569539778,8,0.266666666666666,0.3248730964467,3,0,3,1
COc1cc(c(cc1C)NC(=O)C[C@@H](C)NC(=O)N)Cl 655082730,10,0.266666666666666,0.329896907216494,6,0,2,0
COc1cc(c(cc1C)NC(=O)C[C@H](C)NC(=O)N)Cl 655082731,10,0.266666666666666,0.329896907216494,6,0,2,0
COc1cc(ccc1NC(=O)N[C@@H](C)CC(=O)N)SC 446412410,8,0.266666666666666,0.319587628865979,2,1,3,1
COc1cc(ccc1NC(=O)N[C@@H](C)CN(C)C)C#N 562253950,9,0.266666666666666,0.357142857142857,5,0,2,1
COc1cc(ccc1NC(=O)N[C@@H](C)C[C@@H](C)N)SC 516926577,8,0.266666666666666,0.317708333333333,2,1,3,1
COc1cc(ccc1NC(=O)N[C@@H](C)C[C@@H](C)O)SC 446398062,7,0.266666666666666,0.317948717948717,1,1,3,2
COc1cc(ccc1NC(=O)N[C@@H](C)C[C@H](C)N)SC 516926575,8,0.266666666666666,0.317708333333333,2,1,3,1
COc1cc(ccc1NC(=O)N[C@@H](C)C[C@H](C)O)SC 446398061,7,0.266666666666666,0.317948717948717,1,1,3,2
COc1cc(ccc1NC(=O)N[C@H](C)CC(=O)N)SC 446412313,8,0.266666666666666,0.319587628865979,2,1,3,1
COc1cc(ccc1NC(=O)N[C@H](C)CC(=O)O)SC 1599461239,7,0.266666666666666,0.321428571428571,2,1,2,2
COc1cc(ccc1NC(=O)N[C@H](C)C[C@@H](C)N)SC 516926574,8,0.266666666666666,0.317708333333333,2,1,3,1
COc1cc(ccc1NC(=O)N[C@H](C)C[C@@H](C)O)SC 446398060,7,0.266666666666666,0.317948717948717,1,1,3,2
COc1cc(ccc1NC(=O)N[C@H](C)C[C@H](C)N)SC 516926576,8,0.266666666666666,0.317708333333333,2,1,3,1
COc1cc(ccc1NC(=O)N[C@H](C)C[C@H](C)O)SC 446398063,7,0.266666666666666,0.317948717948717,1,1,3,2
CCOC[C@H](C)NC(=O)Nc1ccc(cc1OC)SC 446402991,7,0.266666666666666,0.312820512820512,1,1,3,1
COCCN(C)NC(=O)Nc1ccc(cc1OC)C#N 879209494,9,0.266666666666666,0.31,6,0,1,1
COCC[C@@H](C)NC(=O)Nc1ccc(cc1OC)C#N 546003340,9,0.266666666666666,0.329896907216494,5,0,2,1
COCC[C@H](C)NC(=O)Nc1ccc(cc1OC)C#N 546003339,9,0.266666666666666,0.329896907216494,5,0,2,1
COc1cc(ccc1NC(=O)N[C@@H](C)CCCO)SC 192679937,9,0.266666666666666,0.317948717948717,3,1,3,1
COc1cc(ccc1NC(=O)N[C@H](C)CCCO)SC 192679952,9,0.266666666666666,0.317948717948717,3,1,3,1
CCC[C@@H](CC)NC(=O)Nc1ccc(cc1OC)C#N 547415590,9,0.266666666666666,0.336898395721925,4,0,3,1
CCC[C@H](CC)NC(=O)Nc1ccc(cc1OC)C#N 547415594,9,0.266666666666666,0.336898395721925,4,0,3,1
CC[C@@H](CC#N)NC(=O)Nc1ccc(cc1OC)C#N 547790558,10,0.266666666666666,0.336898395721925,5,0,3,1
CC[C@@H](CCO)NC(=O)Nc1ccc(cc1OC)SC 192656742,9,0.266666666666666,0.331578947368421,3,1,3,1
CC[C@@H](COC)NC(=O)Nc1ccc(cc1OC)C#N 546709439,9,0.266666666666666,0.321428571428571,5,0,2,1
CC[C@H](CC#N)NC(=O)Nc1ccc(cc1OC)C#N 547790557,10,0.266666666666666,0.336898395721925,5,0,3,1
CC[C@H](CCO)NC(=O)Nc1ccc(cc1OC)SC 192656760,9,0.266666666666666,0.331578947368421,3,1,3,1
CC[C@H](COC)NC(=O)Nc1ccc(cc1OC)C#N 546709438,9,0.266666666666666,0.321428571428571,5,0,2,1
COC[C@@H](CO)NC(=O)Nc1ccc(cc1OC)C#N 619538104,8,0.266666666666666,0.333333333333333,4,0,2,2
COC[C@H](CO)NC(=O)Nc1ccc(cc1OC)C#N 568569126,8,0.266666666666666,0.333333333333333,4,0,2,2
COc1cc(c(cc1CNCc2cnc(s2)C)Cl)I 481740643,9,0.266666666666666,0.203463203463203,7,0,0,0
COc1cc(c(cc1CNCc2csc(n2)C)Cl)I 481725044,9,0.266666666666666,0.189873417721519,6,1,0,0
COc1cc(c(cc1CNCc2nc(cs2)C)Cl)I 481731633,9,0.266666666666666,0.189873417721519,7,0,0,0
COc1cc(c(cc1NCCn2cc(cn2)Br)C)Cl 692337356,9,0.266666666666666,0.266968325791855,6,0,1,0
Cc1cc(no1)CC(=O)Nc2cc(c(cc2C#N)N(C)C)C 362424325,6,0.265822784810126,0.246753246753246,5,0,0,0
